id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,age
2123049420,20150422T000000,278000.0,3,1.5,1900,9994,1.0,0,0,3,7,1120,780,1960,0,98168,47.4729,-122.301,1900,9994,55
9572000080,20140616T000000,300000.0,5,3.0,1940,6355,1.0,0,0,3,8,1200,740,2007,0,98168,47.498000000000005,-122.322,1940,5033,8
3277801640,20141202T000000,440000.0,4,1.5,1690,3245,1.5,0,0,3,8,1690,0,1929,0,98126,47.5445,-122.375,1380,1590,86
8864000440,20140925T000000,225000.0,3,1.0,900,6099,1.0,0,0,3,6,790,110,1944,0,98168,47.4807,-122.289,1240,6099,71
7454000605,20140710T000000,279000.0,2,1.0,670,6300,1.0,0,0,5,6,670,0,1942,0,98126,47.5161,-122.374,760,6300,73
9285800345,20140626T000000,320000.0,2,1.0,950,5316,1.0,0,2,3,7,950,0,1948,0,98126,47.57,-122.38,1620,6085,67
8122100130,20140618T000000,415000.0,3,1.75,1270,4800,1.0,0,0,3,7,1270,0,1952,2014,98126,47.5362,-122.376,1220,4800,63
8128700005,20141119T000000,249000.0,4,1.0,1200,7552,1.0,0,0,3,6,1060,140,1919,0,98126,47.5317,-122.37,1580,7680,96
3826000470,20140929T000000,232000.0,2,1.0,960,8100,1.0,0,0,3,6,810,150,1936,0,98168,47.494,-122.304,960,12150,79
6447300345,20150406T000000,1160000.0,4,3.0,2680,15438,2.0,0,2,3,8,2680,0,1902,1956,98039,47.6109,-122.226,4480,14406,113
9285800275,20140814T000000,835000.0,3,2.25,2520,6690,2.0,0,2,5,8,1700,820,1944,1990,98126,47.5705,-122.381,1990,5792,71
2817100430,20150511T000000,389000.0,3,2.0,2080,12972,1.0,0,0,4,7,1250,830,1981,0,98070,47.3733,-122.432,1530,10089,34
923049323,20140714T000000,239000.0,4,1.0,1280,8316,1.0,0,0,3,6,1280,0,1950,0,98168,47.4989,-122.302,1310,7830,65
1782000130,20140523T000000,383000.0,3,1.0,1800,5612,1.0,0,0,4,7,1200,600,1942,0,98126,47.525,-122.37799999999999,1450,5250,73
3123039063,20140908T000000,303000.0,2,1.0,1100,27007,1.0,0,0,4,6,1100,0,1943,0,98070,47.4471,-122.473,1746,91476,72
7645900235,20140710T000000,880000.0,6,2.5,2640,3680,2.0,0,0,5,8,1760,880,1922,0,98126,47.5771,-122.38,1960,3680,93
6447300225,20141106T000000,1880000.0,3,2.75,2620,17919,1.0,0,1,4,9,2620,0,1949,0,98039,47.6144,-122.228,3400,14400,66
2491200675,20140912T000000,500000.0,3,2.0,1550,6394,1.5,0,0,5,8,1550,0,1918,0,98126,47.5222,-122.37899999999999,1440,6387,97
2923039217,20140610T000000,350000.0,2,0.75,1392,43710,1.5,0,0,4,7,1392,0,1978,0,98070,47.4491,-122.45299999999999,1640,99316,37
4365200895,20150417T000000,364000.0,4,1.0,1210,7740,1.5,0,0,3,7,1210,0,1922,0,98126,47.5216,-122.374,1100,7740,93
8122100290,20140813T000000,392000.0,2,1.5,940,5000,1.0,0,0,4,7,810,130,1925,0,98126,47.5375,-122.374,940,5026,90
1446800660,20150316T000000,276500.0,4,1.75,1400,6650,1.5,0,0,4,6,1400,0,1942,0,98168,47.4888,-122.33200000000001,1120,8645,73
9297300255,20140716T000000,565000.0,3,3.0,2110,4000,1.0,0,2,4,7,1110,1000,1965,0,98126,47.5696,-122.375,1730,4000,50
8864000250,20140827T000000,150550.0,4,1.0,1470,6061,1.5,0,0,3,7,1470,0,1945,0,98168,47.4819,-122.289,1230,6175,70
9577800005,20141022T000000,775000.0,3,2.5,2780,5467,2.0,0,2,3,9,2780,0,2000,0,98126,47.5791,-122.37799999999999,2630,5000,15
3361401025,20141126T000000,207000.0,2,1.0,1130,8160,1.0,0,0,4,6,1130,0,1952,0,98168,47.4997,-122.31700000000001,1060,6120,63
2824600290,20150403T000000,605000.0,3,1.75,2100,5058,1.0,0,2,3,7,1340,760,1941,0,98126,47.5743,-122.37799999999999,1640,5000,74
2525049148,20141007T000000,3418800.0,5,5.0,5450,20412,2.0,0,0,3,11,5450,0,2014,0,98039,47.6209,-122.23700000000001,3160,17825,1
4364200250,20141201T000000,400375.0,4,1.75,1690,7680,1.0,0,0,5,6,890,800,1946,0,98126,47.5296,-122.375,1060,7680,69
9358002375,20150305T000000,420000.0,6,3.0,2290,6344,2.0,0,0,3,7,2290,0,1980,0,98126,47.565,-122.37,1360,3202,35
8887001640,20141106T000000,416500.0,4,2.0,2280,39848,2.0,0,0,4,8,2280,0,1991,0,98070,47.5003,-122.465,1900,38472,24
5215200010,20140626T000000,663000.0,3,2.5,2480,37843,1.5,1,3,4,8,2480,0,1974,0,98070,47.4003,-122.42200000000001,2350,42122,41
2316400285,20150513T000000,495000.0,4,3.5,2490,18042,2.0,0,0,3,8,2490,0,2003,0,98070,47.4161,-122.441,1960,21107,12
2123049142,20140814T000000,294000.0,4,2.5,2040,7800,2.0,0,0,3,7,2040,0,2003,0,98168,47.473,-122.29299999999999,1860,10954,12
6911700066,20140604T000000,175000.0,2,1.0,670,2378,1.0,0,0,3,5,670,0,1919,0,98126,47.5769,-122.37200000000001,700,2970,96
222029026,20140917T000000,340000.0,2,0.75,1060,48292,1.0,1,2,5,6,560,500,1947,0,98070,47.4285,-122.51100000000001,750,80201,68
9284801435,20141203T000000,471000.0,4,1.75,1760,5750,1.0,0,2,5,7,1070,690,1962,0,98126,47.5521,-122.37299999999999,1860,5750,53
3624039073,20150319T000000,299950.0,2,1.0,890,5200,1.0,0,0,4,6,890,0,1941,0,98126,47.5311,-122.37299999999999,950,5200,74
40000235,20150414T000000,380000.0,5,2.5,2130,8428,2.0,0,0,3,7,2130,0,2013,0,98168,47.4726,-122.28200000000001,1500,11810,2
952004725,20141106T000000,280000.0,2,1.0,880,5750,1.0,0,0,3,6,880,0,1939,0,98126,47.5642,-122.37899999999999,1190,5750,76
8122100595,20140627T000000,212700.0,2,1.0,940,5040,1.0,0,0,3,7,940,0,1926,0,98126,47.5375,-122.374,940,5040,89
2588800006,20141021T000000,240000.0,3,1.5,1290,8366,1.0,0,0,3,7,1020,270,1957,0,98168,47.4853,-122.318,1770,8400,58
9358002232,20141019T000000,380000.0,3,2.0,1470,1656,2.0,0,0,3,8,1310,160,2003,0,98126,47.5653,-122.369,1470,2288,12
42000130,20140924T000000,600000.0,5,4.5,4440,9784,2.0,0,0,3,10,4440,0,2012,0,98168,47.4702,-122.275,2720,10080,3
8148600020,20140926T000000,170000.0,2,1.0,870,6537,1.0,0,0,3,6,870,0,1948,0,98168,47.4906,-122.306,1100,8701,67
7452500190,20141016T000000,345000.0,3,1.75,710,5050,1.0,0,0,4,6,710,0,1950,0,98126,47.5194,-122.375,900,5050,65
7312400080,20140714T000000,550000.0,3,1.75,1680,4800,1.0,0,0,4,7,1400,280,1960,0,98126,47.5535,-122.37700000000001,1540,5000,55
2817210420,20141114T000000,545000.0,4,3.0,3160,10948,1.0,0,3,3,8,1930,1230,1991,0,98070,47.3733,-122.42200000000001,2380,13623,24
4365200630,20140716T000000,450000.0,2,2.0,1900,7740,1.0,0,0,4,7,1150,750,1923,0,98126,47.5227,-122.37200000000001,1140,7740,92
9284801845,20140805T000000,354000.0,3,1.5,1060,5750,1.0,0,2,4,7,1060,0,1981,0,98126,47.5512,-122.37100000000001,1060,5750,34
2324039069,20140822T000000,463000.0,2,1.0,1250,5650,2.0,0,1,4,7,1250,0,1943,0,98126,47.5495,-122.37700000000001,1210,5650,72
3123039136,20140825T000000,295000.0,3,1.75,1500,15246,1.0,0,0,3,6,1500,0,1925,1998,98070,47.4367,-122.463,1500,16988,90
1446400648,20141106T000000,203000.0,2,1.0,1080,9067,1.0,0,0,3,6,1080,0,1951,0,98168,47.4815,-122.331,1080,6647,64
9109000050,20140709T000000,275000.0,3,1.0,1200,7800,1.0,0,0,4,7,1200,0,1954,0,98126,47.5196,-122.37100000000001,1230,7070,61
7347600507,20140623T000000,235000.0,4,1.75,1450,8891,1.5,0,0,3,7,1180,270,1962,0,98168,47.478,-122.27799999999999,1450,9013,53
9284802045,20140630T000000,345000.0,2,1.0,970,5750,1.0,0,0,4,6,970,0,1932,0,98126,47.5518,-122.37,1650,8625,83
985000950,20150227T000000,217000.0,2,1.0,770,9715,1.0,0,0,4,6,770,0,1942,0,98168,47.4924,-122.31200000000001,1140,9715,73
6083000050,20140613T000000,235000.0,3,1.75,1900,8540,1.0,0,0,3,6,950,950,1980,0,98168,47.4868,-122.303,1370,10204,35
3095000095,20140714T000000,580000.0,3,2.0,2040,4800,1.0,0,0,4,7,1020,1020,1925,0,98126,47.5561,-122.37700000000001,1640,4800,90
3361400190,20150226T000000,190000.0,3,1.0,1040,8910,1.0,0,0,3,6,1040,0,1943,0,98168,47.5024,-122.32,1330,9720,72
3262300235,20141126T000000,1555000.0,5,2.5,2870,16238,2.0,0,0,4,8,2870,0,1962,0,98039,47.6308,-122.238,2870,16238,53
7452500285,20140811T000000,280000.0,2,1.0,720,5000,1.0,0,0,5,6,720,0,1951,0,98126,47.5195,-122.374,810,5000,64
3826000280,20150429T000000,272000.0,3,1.0,1130,8100,1.5,0,0,3,6,1130,0,1934,0,98168,47.4935,-122.306,1080,8100,81
1121000414,20140927T000000,750000.0,4,2.75,3150,6343,1.0,0,3,3,8,1810,1340,1976,0,98126,47.5424,-122.381,2250,6343,39
1446400670,20140731T000000,199950.0,3,1.5,1510,6600,1.0,0,0,3,6,1510,0,1938,0,98168,47.4821,-122.331,990,6600,77
795002455,20150505T000000,261000.0,2,1.0,970,12500,1.0,0,0,3,6,970,0,1941,0,98168,47.5102,-122.33,1280,6250,74
2522029136,20140729T000000,310000.0,3,1.75,1560,82328,1.0,0,0,3,7,1560,0,1974,0,98070,47.3674,-122.50299999999999,2100,205603,41
8886000005,20150309T000000,649000.0,2,2.75,2090,23962,2.0,0,3,4,8,2090,0,1988,0,98070,47.4145,-122.44,1820,32340,27
9297300480,20141212T000000,765000.0,4,3.5,2760,4000,2.0,0,2,3,8,2000,760,1926,2014,98126,47.5687,-122.374,1690,4000,89
2489200250,20150430T000000,528000.0,3,2.0,1560,6300,1.0,0,0,3,7,1560,0,1924,0,98126,47.5407,-122.37899999999999,1620,6300,91
8687800010,20140617T000000,260000.0,3,1.75,1440,12888,1.0,0,2,3,7,1090,350,1958,0,98168,47.471000000000004,-122.262,1710,12888,57
792500190,20140627T000000,410000.0,3,2.0,1400,45738,2.0,0,0,4,8,1400,0,1981,0,98070,47.3624,-122.455,2390,56628,34
1446403145,20150122T000000,170000.0,2,1.0,1240,9900,1.0,0,0,3,7,940,300,1950,0,98168,47.4862,-122.32600000000001,1050,9375,65
1446400725,20140610T000000,165000.0,3,1.0,970,6600,1.0,0,0,3,7,970,0,1965,0,98168,47.4836,-122.33200000000001,1200,6600,50
1446403617,20140702T000000,123000.0,2,1.0,1050,6600,1.5,0,0,3,6,1050,0,1964,0,98168,47.4828,-122.324,1330,6600,51
1446403850,20140916T000000,118125.0,2,1.0,790,7153,1.0,0,0,4,6,790,0,1944,0,98168,47.4869,-122.324,810,7128,71
1446403850,20150114T000000,212000.0,2,1.0,790,7153,1.0,0,0,4,6,790,0,1944,0,98168,47.4869,-122.324,810,7128,71
722039049,20141009T000000,950000.0,4,3.0,3230,438213,2.0,0,0,3,9,3230,0,1999,0,98070,47.4141,-122.47,1600,144619,16
1923039022,20141120T000000,700000.0,2,1.75,1679,577605,2.0,0,0,3,9,1679,0,2001,0,98070,47.463,-122.475,1850,358934,14
9275200080,20141107T000000,295000.0,3,1.5,720,7450,1.0,0,1,1,5,720,0,1924,0,98126,47.583999999999996,-122.375,2600,7360,91
1623049174,20150402T000000,330000.0,4,3.0,1920,12040,1.0,0,0,3,7,1920,0,1962,0,98168,47.4805,-122.301,1530,10230,53
2525049133,20150402T000000,1398000.0,5,2.25,2640,14959,1.0,0,0,4,7,1770,870,1929,0,98039,47.6191,-122.234,3240,17904,86
822039111,20150327T000000,645000.0,3,2.5,2120,196995,1.0,0,1,3,9,2120,0,1997,0,98070,47.4089,-122.459,1304,92423,18
2551500220,20140815T000000,330000.0,3,1.0,1040,11900,1.0,0,0,5,6,1040,0,1972,0,98070,47.4332,-122.446,1250,9600,43
7312400325,20140625T000000,275000.0,2,1.0,770,4840,1.0,0,0,4,7,770,0,1927,0,98126,47.551,-122.376,930,4840,88
9842300540,20140624T000000,339000.0,3,1.0,1100,4128,1.0,0,0,4,7,720,380,1942,0,98126,47.5296,-122.37899999999999,1510,4538,73
5347200175,20150319T000000,299800.0,2,1.0,1310,2814,1.0,0,0,3,6,810,500,1944,0,98126,47.5185,-122.376,1300,1344,71
795001930,20141007T000000,324950.0,2,1.0,1150,9186,1.0,0,0,3,7,1150,0,1946,0,98168,47.5081,-122.33,1390,10690,69
179000100,20140826T000000,174000.0,2,1.0,600,4854,1.0,0,0,5,6,600,0,1922,0,98168,47.4927,-122.28,1470,5000,93
3028200100,20140826T000000,216000.0,2,1.0,860,9000,1.0,0,0,4,6,860,0,1942,0,98168,47.4801,-122.315,990,9975,73
5550300205,20150413T000000,338000.0,2,1.0,690,6400,1.0,0,0,3,6,690,0,1943,0,98126,47.5287,-122.367,1000,6400,72
3826000665,20140522T000000,305000.0,4,1.75,2200,8100,1.5,0,0,5,6,1400,800,1942,0,98168,47.4945,-122.303,1520,8100,73
7454000315,20150424T000000,299500.0,2,1.0,740,6300,1.0,0,0,3,6,740,0,1942,0,98126,47.5158,-122.376,740,6300,73
122029066,20150508T000000,490000.0,3,1.75,2020,215622,2.0,0,0,4,7,2020,0,1975,0,98070,47.4189,-122.499,1810,215622,40
985001321,20141217T000000,291000.0,4,1.0,1590,24330,1.5,0,0,3,6,1140,450,1942,0,98168,47.4906,-122.309,1000,16228,73
7987400475,20150417T000000,745000.0,5,3.0,2400,10126,2.0,0,3,3,8,2400,0,1981,0,98126,47.5726,-122.37299999999999,2250,3946,34
7452500530,20150219T000000,250000.0,2,1.0,850,6370,1.0,0,0,3,6,850,0,1951,0,98126,47.5198,-122.37299999999999,850,5170,64
257000037,20141229T000000,200000.0,3,1.0,2120,31564,1.0,0,0,3,7,1220,900,1942,0,98168,47.4938,-122.29799999999999,1790,11571,73
40000553,20150304T000000,250000.0,2,1.0,1400,19570,1.5,0,0,3,6,1100,300,1929,0,98168,47.4724,-122.271,2250,6500,86
3223039089,20140929T000000,275000.0,3,1.0,1230,171190,1.0,0,0,3,7,1230,0,1973,0,98070,47.4397,-122.46,1550,15450,42
8150600195,20141028T000000,450000.0,4,2.75,1540,4840,1.0,0,2,4,7,850,690,1929,0,98126,47.5491,-122.375,1180,4840,86
1923039089,20140610T000000,285000.0,2,2.0,1651,18200,1.0,0,0,3,6,1651,0,1946,0,98070,47.4621,-122.461,1510,89595,69
795000405,20150413T000000,285950.0,2,1.0,1170,6000,1.0,0,0,3,6,1170,0,1948,0,98168,47.5033,-122.331,1130,7500,67
1782000180,20141023T000000,350000.0,2,1.0,830,5100,1.0,0,0,4,7,830,0,1942,0,98126,47.5259,-122.37899999999999,1220,5100,73
797000256,20150407T000000,339950.0,3,1.75,1330,12092,1.0,0,0,4,6,720,610,1981,0,98168,47.5102,-122.324,1770,11770,34
293000145,20141113T000000,250000.0,4,1.0,1440,7404,1.0,0,0,3,6,1080,360,1918,0,98126,47.5328,-122.37899999999999,1620,7436,97
3262301355,20140725T000000,1320000.0,3,2.75,2680,20104,1.0,0,0,5,9,1820,860,1964,0,98039,47.6304,-122.234,3060,19837,51
7452500770,20140908T000000,267500.0,2,1.0,960,5150,1.0,0,0,5,6,960,0,1951,0,98126,47.5201,-122.37200000000001,1010,5000,64
952004570,20141206T000000,320000.0,2,1.0,1140,3834,1.5,0,0,3,6,1140,0,1911,0,98126,47.5642,-122.37799999999999,1190,5750,104
8687800100,20140713T000000,285000.0,3,1.75,1720,13104,1.0,0,0,4,7,1720,0,1962,0,98168,47.4709,-122.26,1840,13104,53
221029019,20150428T000000,400000.0,3,2.5,2090,32718,2.0,1,4,3,7,1550,540,1919,1983,98070,47.3338,-122.51100000000001,1200,192268,96
4364700945,20150402T000000,459000.0,4,2.0,2360,7080,1.0,0,0,5,6,1180,1180,1925,0,98126,47.5261,-122.376,1340,7200,90
7340600845,20140806T000000,185000.0,4,1.0,1380,6700,1.0,0,0,3,7,1190,190,1928,0,98168,47.4871,-122.281,1380,8292,87
4319200620,20141015T000000,235000.0,2,1.0,1270,9182,1.5,0,0,3,6,1270,0,1917,0,98126,47.5365,-122.37799999999999,1760,9100,98
1782500065,20150428T000000,420000.0,4,1.75,1320,4978,1.0,0,0,4,7,940,380,1942,0,98126,47.5266,-122.37899999999999,1260,4693,73
9358001590,20150303T000000,340000.0,5,1.0,1880,3774,1.5,0,0,3,6,1360,520,1917,0,98126,47.566,-122.37,1420,2550,98
923049378,20140508T000000,207000.0,3,1.0,1490,8995,1.0,0,0,4,7,1490,0,1954,0,98168,47.4901,-122.303,1490,9000,61
2817210210,20150401T000000,695000.0,3,2.0,2632,18743,2.0,0,3,3,10,2632,0,2000,0,98070,47.3743,-122.421,1970,14171,15
7452500730,20150424T000000,264950.0,2,1.0,1000,6000,1.0,0,0,3,6,1000,0,1951,0,98126,47.5208,-122.37200000000001,1250,6000,64
4364700165,20141124T000000,249900.0,2,1.0,560,7560,1.0,0,0,3,6,560,0,1944,0,98126,47.5271,-122.375,990,7560,71
796000085,20140923T000000,175000.0,4,1.0,1210,6250,1.0,0,0,3,7,1210,0,1962,0,98168,47.5008,-122.333,1210,8291,53
7987401095,20141113T000000,549950.0,3,2.5,2380,2500,3.0,0,3,3,9,2380,0,1988,0,98126,47.5734,-122.375,2270,5000,27
8018600870,20141006T000000,224000.0,2,1.0,1150,15000,1.0,0,0,3,6,1060,90,1930,2013,98168,47.4935,-122.316,1350,15000,85
257000038,20141006T000000,293550.0,4,1.75,2120,9706,1.0,0,0,3,7,1370,750,1965,0,98168,47.4939,-122.29700000000001,1730,11337,50
6082400191,20140619T000000,287000.0,3,2.0,1300,11374,1.5,0,0,5,7,1300,0,1933,0,98168,47.4839,-122.302,1480,9670,82
6398000191,20140827T000000,645000.0,2,1.5,1995,115670,1.5,0,1,4,8,1995,0,1991,0,98070,47.4022,-122.464,2142,29375,24
923049440,20140717T000000,312000.0,5,4.0,2900,9779,2.0,0,0,4,7,1950,950,1937,0,98168,47.5003,-122.306,1360,8000,78
798000062,20140801T000000,286000.0,3,1.75,1770,9000,1.0,0,0,3,7,1090,680,1954,0,98168,47.4997,-122.32600000000001,1520,21141,61
523049106,20140826T000000,255000.0,2,1.0,1610,19965,1.0,0,0,3,7,1610,0,1952,0,98168,47.5095,-122.31299999999999,2100,28400,63
6620400025,20150501T000000,245000.0,3,1.0,1380,9875,1.0,0,0,3,7,1380,0,1959,0,98168,47.5131,-122.334,1200,6250,56
8886000021,20140616T000000,445000.0,3,1.75,1890,32340,1.5,0,3,3,8,1890,0,1976,0,98070,47.4137,-122.439,1890,40180,39
8122600195,20140520T000000,396675.0,2,1.0,1730,6375,2.0,0,0,4,6,1730,0,1945,0,98126,47.5357,-122.368,1180,6250,70
6126601445,20140530T000000,490000.0,3,1.75,1920,5405,1.0,0,2,4,7,960,960,1947,0,98126,47.5583,-122.38,1190,5405,68
2613200025,20150313T000000,175000.0,2,1.0,1330,28270,1.5,0,0,3,6,1330,0,1925,0,98168,47.4824,-122.274,1210,6926,90
2800031,20150401T000000,235000.0,3,1.0,1430,7599,1.5,0,0,4,6,1010,420,1930,0,98168,47.4783,-122.265,1290,10320,85
257000057,20140916T000000,213500.0,3,1.5,1150,11571,1.0,0,0,3,7,1150,0,1961,0,98168,47.4931,-122.29799999999999,1630,11571,54
1782500035,20140703T000000,357000.0,2,1.0,870,4600,1.0,0,0,4,7,870,0,1942,0,98126,47.5274,-122.37899999999999,930,4600,73
7452500365,20140625T000000,310000.0,2,1.0,870,5400,1.0,0,0,3,6,870,0,1950,2007,98126,47.52,-122.374,990,5200,65
522039103,20141113T000000,310000.0,2,1.5,1040,83199,1.0,0,0,4,7,870,170,1965,0,98070,47.4222,-122.443,1760,75794,50
9285800801,20140926T000000,364500.0,3,1.0,1600,4489,1.0,0,2,3,6,800,800,1944,0,98126,47.5686,-122.37799999999999,1640,6013,71
8122100835,20140812T000000,183000.0,2,1.0,670,5140,1.0,0,0,3,6,670,0,1926,0,98126,47.5387,-122.37100000000001,850,5140,89
2788500090,20141219T000000,309000.0,3,1.0,1820,8142,1.0,0,0,3,7,1040,780,1961,0,98168,47.505,-122.316,1820,8142,54
2788400090,20140807T000000,250000.0,3,1.0,1700,7700,1.0,0,0,3,7,1120,580,1960,0,98168,47.5114,-122.318,1700,8800,55
1782000085,20140915T000000,350000.0,2,1.0,1280,5250,1.0,0,0,4,7,1140,140,1942,0,98126,47.5258,-122.37700000000001,1050,5250,73
2324039100,20141112T000000,525000.0,4,2.75,2440,5080,2.0,0,0,3,8,1750,690,1960,0,98126,47.5547,-122.37899999999999,1920,6375,55
1446401540,20140916T000000,243000.0,3,1.0,1500,6600,1.0,0,0,2,6,1500,0,1970,0,98168,47.4845,-122.33,1730,6600,45
9208900037,20140919T000000,6885000.0,6,7.75,9890,31374,2.0,0,4,3,13,8860,1030,2001,0,98039,47.6305,-122.24,4540,42730,14
822039146,20150219T000000,485000.0,3,2.0,2410,50654,1.5,0,0,3,7,2410,0,1995,0,98070,47.4154,-122.458,1900,36300,20
3278602170,20141215T000000,347000.0,2,2.25,1560,1705,2.0,0,0,3,8,1270,290,2006,0,98126,47.5482,-122.374,1560,1758,9
722039087,20140923T000000,220500.0,2,1.0,990,57499,1.0,0,0,2,6,990,0,1949,0,98070,47.4145,-122.463,2090,27442,66
722039087,20150504T000000,329000.0,2,1.0,990,57499,1.0,0,0,2,6,990,0,1949,0,98070,47.4145,-122.463,2090,27442,66
1422029138,20140902T000000,565000.0,3,2.5,2030,217805,1.0,0,0,3,9,2030,0,1999,0,98070,47.3942,-122.515,1870,109468,16
4364200015,20150109T000000,335000.0,2,1.5,1170,5248,1.0,0,0,5,6,1170,0,1941,0,98126,47.5318,-122.374,1170,5120,74
952000495,20150402T000000,598000.0,4,2.5,2420,5118,1.5,0,2,5,7,1550,870,1926,0,98126,47.5671,-122.37799999999999,1740,5750,89
66000265,20140807T000000,370000.0,2,1.0,820,6550,1.0,0,0,3,7,820,0,1949,2012,98126,47.5478,-122.381,1640,6550,66
3523029077,20141007T000000,297000.0,3,1.0,1340,18000,1.0,0,0,4,7,1340,0,1924,0,98070,47.4443,-122.509,1660,196591,91
7347600210,20150424T000000,258000.0,4,1.0,1220,8500,1.5,0,0,5,6,1220,0,1916,0,98168,47.4792,-122.277,1460,8500,99
5288200230,20150421T000000,675000.0,4,1.75,2460,5750,1.5,0,3,5,7,1620,840,1919,0,98126,47.5601,-122.37799999999999,1760,4830,96
3023039231,20140714T000000,650000.0,1,1.0,920,91476,1.5,0,0,3,6,920,0,1996,2002,98070,47.448,-122.47200000000001,1746,91476,19
8122600165,20141015T000000,273000.0,3,1.0,1500,6250,1.0,0,0,3,6,890,610,1945,0,98126,47.5365,-122.368,1210,6250,70
2794700120,20140912T000000,496000.0,3,3.5,3090,27598,2.0,0,2,4,9,2020,1070,1995,0,98070,47.3541,-122.45299999999999,2180,17085,20
3262301610,20141118T000000,865000.0,3,1.5,1530,10827,1.0,0,0,4,8,1530,0,1955,0,98039,47.6354,-122.234,2050,10827,60
7452500565,20140829T000000,260000.0,3,2.0,2710,5000,2.0,0,0,3,6,2710,0,1951,0,98126,47.5188,-122.37299999999999,850,5000,64
798000421,20150327T000000,292000.0,3,1.0,1730,21183,1.0,0,0,3,7,1030,700,1955,0,98168,47.5024,-122.33200000000001,1610,13000,60
5288200070,20140730T000000,450000.0,3,1.0,1450,3350,1.5,0,0,4,7,1450,0,1919,0,98126,47.5607,-122.37799999999999,1340,4255,96
5426300060,20141008T000000,1000000.0,3,2.25,2300,15952,1.0,0,0,4,8,1150,1150,1963,0,98039,47.6322,-122.23200000000001,2200,14284,52
4365200520,20150312T000000,490000.0,3,2.25,1410,7740,1.0,0,0,5,6,1410,0,1923,0,98126,47.523,-122.37100000000001,1220,7740,92
3598600049,20141003T000000,124000.0,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,98168,47.4756,-122.301,1560,8603,66
3598600049,20150424T000000,224000.0,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,98168,47.4756,-122.301,1560,8603,66
1446801000,20150320T000000,352000.0,5,2.5,2900,6650,1.0,0,0,3,7,1450,1450,1964,0,98168,47.4935,-122.33200000000001,1600,8246,51
8887001600,20150412T000000,280000.0,2,1.0,990,45528,1.0,0,0,4,7,990,0,1992,0,98070,47.5013,-122.463,1730,45528,23
1723049624,20140512T000000,330000.0,5,3.0,2100,7715,1.0,0,0,3,7,1250,850,2013,0,98168,47.4866,-122.319,2100,7959,2
4364200125,20150129T000000,530000.0,2,1.75,2120,7680,1.0,0,0,5,6,1130,990,1948,0,98126,47.5304,-122.374,1220,7680,67
4364200075,20140624T000000,300000.0,2,1.0,750,5120,1.0,0,0,4,6,750,0,1941,0,98126,47.5312,-122.375,930,7200,74
7312900060,20140603T000000,235000.0,2,1.0,720,4840,1.0,0,0,4,6,720,0,1947,0,98126,47.5534,-122.375,1510,4840,68
9345400350,20140718T000000,665000.0,2,2.5,2600,5000,1.0,0,0,5,8,1300,1300,1926,0,98126,47.5806,-122.37899999999999,2260,5000,89
3092000030,20140808T000000,270000.0,3,2.25,1470,16728,1.0,0,0,4,7,1350,120,1959,0,98168,47.4968,-122.302,1540,9000,56
4319200060,20140709T000000,840000.0,3,2.0,2783,11177,2.0,0,0,3,8,2783,0,1910,1999,98126,47.538000000000004,-122.38,1730,8018,105
7558800240,20150414T000000,485000.0,4,3.25,1946,17786,2.0,0,1,4,7,1946,0,1990,0,98070,47.358999999999995,-122.45200000000001,1460,16661,25
1446800710,20150227T000000,309000.0,3,1.0,1140,6400,1.0,0,0,3,7,1140,0,1962,0,98168,47.4902,-122.331,1340,6650,53
7312400030,20150130T000000,442000.0,2,1.0,1410,5000,1.0,0,2,4,7,940,470,1918,0,98126,47.5531,-122.37899999999999,1450,5000,97
293000036,20150403T000000,495000.0,4,2.0,1610,4770,1.0,0,0,4,7,1230,380,1941,0,98126,47.5333,-122.381,1180,6120,74
40000228,20141015T000000,221900.0,2,1.0,780,6727,1.0,0,0,3,6,780,0,1939,0,98168,47.4733,-122.281,1860,10124,76
1523049083,20141112T000000,196700.0,2,1.0,1090,9994,1.0,0,0,3,7,1090,0,1954,0,98168,47.4761,-122.287,1090,11700,61
4365200505,20141003T000000,354000.0,2,1.0,1390,7740,1.0,0,0,4,6,1390,0,1925,0,98126,47.5232,-122.37100000000001,1290,7740,90
66000140,20141120T000000,398000.0,3,1.0,1480,6550,1.5,0,0,4,6,1480,0,1925,0,98126,47.5498,-122.381,1200,6550,90
6031400013,20140616T000000,150000.0,3,1.5,1230,8056,1.0,0,0,4,6,1230,0,1949,0,98168,47.4878,-122.314,850,6714,66
3826000550,20150414T000000,245000.0,5,1.5,2000,8100,1.5,0,0,3,6,2000,0,1946,0,98168,47.4945,-122.304,960,9239,69
9297301505,20140509T000000,536500.0,4,1.75,2000,4000,1.5,0,0,5,7,1450,550,1926,0,98126,47.5659,-122.375,1430,4000,89
6620400400,20140813T000000,309950.0,1,1.0,1120,11800,1.5,0,0,3,7,1120,0,1950,0,98168,47.5123,-122.331,2330,9290,65
3361402041,20141030T000000,134000.0,3,1.0,1270,8508,1.0,0,0,4,6,650,620,1942,0,98168,47.4961,-122.322,1200,9415,73
